,counts,id,time,var1,var2,var3,var4,var5,var6
46113,0,PA0530200,2016,1119,7,1,0,0.363765106,0
59659,0,PA0530300,2013,1206,0,1,0,0.363765106,0
55144,0,PA0530300,2014,1198,0,1,0,0.363765106,0
50629,0,PA0530300,2015,1170,0,1,0,0.363765106,0
46114,0,PA0530300,2016,1160,0,1,0,0.363765106,0
59660,0,PA0530400,2013,1130,2,1,0,0.363765106,0
55145,0,PA0530400,2014,1121,1,1,0,0.363765106,0
50630,0,PA0530400,2015,1096,2,1,0,0.363765106,0
46115,0,PA0530400,2016,1086,3,1,0,0.363765106,0
59662,0,PA0531300,2013,880,0,1,0,0.363765106,0
55147,0,PA0531300,2014,875,0,1,0,0.363765106,0
50632,0,PA0531300,2015,858,0,1,0,0.363765106,0
46117,0,PA0531300,2016,853,0,1,0,0.363765106,0
59665,0,PA0540000,2013,0,0,15,1,0.363765106,0
55150,0,PA0540000,2014,0,0,15,1,0.363765106,0
50635,0,PA0540000,2015,0,1,15,1,0.363765106,0
46120,0,PA0540000,2016,0,2,15,1,0.363765106,0
59666,0,PA0540100,2013,1639,0,2,1,0.363765106,0
55151,0,PA0540100,2014,1634,0,2,1,0.363765106,0
50636,0,PA0540100,2015,1631,0,2,1,0.363765106,0
46121,0,PA0540100,2016,1619,0,2,1,0.363765106,0
59667,0,PA0540200,2013,3757,12,2,1,0.363765106,0
55152,0,PA0540200,2014,3748,10,4,1,0.363765106,0
50637,0,PA0540200,2015,3723,23,4,1,0.363765106,0
46122,0,PA0540200,2016,3715,7,5,1,0.363765106,0
59668,0,PA0540300,2013,1501,2,1,1,0.363765106,0
55153,0,PA0540300,2014,1492,7,1,1,0.363765106,0
50638,0,PA0540300,2015,1483,7,1,1,0.363765106,0
46123,0,PA0540300,2016,1480,7,1,1,0.363765106,0
59669,0,PA0540400,2013,2257,10,3,1,0.363765106,0
55154,0,PA0540400,2014,2248,4,3,1,0.363765106,0
50639,0,PA0540400,2015,2214,5,3,1,0.363765106,0
46124,0,PA0540400,2016,2187,3,3,1,0.363765106,0
59670,0,PA0540500,2013,4106,14,4,1,0.363765106,0
55155,0,PA0540500,2014,4092,11,3,1,0.363765106,0
50640,0,PA0540500,2015,4064,5,3,1,0.363765106,0
46125,0,PA0540500,2016,4053,1,3,1,0.363765106,0
59671,0,PA0540600,2013,4313,16,5,1,0.363765106,0
55156,0,PA0540600,2014,4302,24,5,1,0.363765106,0
50641,0,PA0540600,2015,4239,21,5,1,0.363765106,0
46126,0,PA0540600,2016,4232,26,5,1,0.363765106,0
59672,0,PA0540700,2013,14070,199,23,1,0.363765106,0
55157,0,PA0540700,2014,14042,192,23,1,0.363765106,0
50642,0,PA0540700,2015,13849,231,22,1,0.363765106,0
46127,0,PA0540700,2016,13703,209,23,1,0.363765106,0
59673,0,PA0540800,2013,2952,9,6,1,0.363765106,0
55158,0,PA0540800,2014,2941,15,6,1,0.363765106,0
50643,0,PA0540800,2015,2903,13,6,1,0.363765106,0
46128,0,PA0540800,2016,2869,20,5,1,0.363765106,0
59674,0,PA0540900,2013,5337,18,8,1,0.363765106,0
55159,0,PA0540900,2014,5319,11,8,1,0.363765106,0
50644,0,PA0540900,2015,5248,17,8,1,0.363765106,0
46129,0,PA0540900,2016,5189,16,8,1,0.363765106,0
59675,0,PA0541000,2013,4976,122,4,1,0.363765106,0
55160,0,PA0541000,2014,4960,91,4,1,0.363765106,0
50645,0,PA0541000,2015,4890,137,4,1,0.363765106,0
46130,0,PA0541000,2016,4835,166,4,1,0.363765106,0
59676,0,PA0541100,2013,6972,90,7,1,0.363765106,0
55161,1,PA0541100,2014,6945,81,7,1,0.363765106,0
50646,0,PA0541100,2015,6850,83,7,1,0.363765106,0
46131,0,PA0541100,2016,6777,91,6,1,0.363765106,0
59677,0,PA0541200,2013,2778,14,2,1,0.363765106,0
55162,0,PA0541200,2014,2769,7,1,1,0.363765106,0
50647,0,PA0541200,2015,2743,27,1,1,0.363765106,0
46132,0,PA0541200,2016,2718,9,2,1,0.363765106,0
59678,0,PA0541300,2013,2238,3,1,1,0.363765106,0
55163,0,PA0541300,2014,2237,15,1,1,0.363765106,0
50648,0,PA0541300,2015,2206,5,1,1,0.363765106,0
46133,0,PA0541300,2016,2181,5,3,1,0.363765106,0
59679,0,PA0541400,2013,759,0,1,1,0.363765106,0
55164,0,PA0541400,2014,752,0,1,1,0.363765106,0
50649,0,PA0541400,2015,751,0,1,1,0.363765106,0
46134,0,PA0541400,2016,748,0,1,1,0.363765106,0
59680,0,PA0541500,2013,3501,4,2,1,0.363765106,0
55165,0,PA0541500,2014,3508,2,2,1,0.363765106,0
50650,0,PA0541500,2015,3476,2,2,1,0.363765106,0
46135,0,PA0541500,2016,3457,4,2,1,0.363765106,0
59681,0,PA0541600,2013,1072,3,1,1,0.363765106,0
55166,0,PA0541600,2014,1066,1,2,1,0.363765106,0
50651,0,PA0541600,2015,1063,2,2,1,0.363765106,0
46136,0,PA0541600,2016,1060,0,2,1,0.363765106,0
59682,0,PA0541700,2013,1855,6,2,1,0.363765106,0
55167,0,PA0541700,2014,1848,0,2,1,0.363765106,0
50652,0,PA0541700,2015,1824,2,1,1,0.363765106,0
46137,0,PA0541700,2016,1803,1,2,1,0.363765106,0
59685,0,PA0542000,2013,3246,0,1,1,0.363765106,0
55170,0,PA0542000,2014,3217,0,1,1,0.363765106,0
50655,0,PA0542000,2015,3390,2,1,1,0.363765106,0
46140,0,PA0542000,2016,3348,0,1,1,0.363765106,0
59686,0,PA0542100,2013,453,0,1,1,0.363765106,0
55171,0,PA0542100,2014,448,0,1,1,0.363765106,0
50656,0,PA0542100,2015,451,0,1,1,0.363765106,0
46141,0,PA0542100,2016,449,0,1,1,0.363765106,0
59687,0,PA0542200,2013,3053,7,4,1,0.363765106,0
55172,0,PA0542200,2014,3052,1,4,1,0.363765106,0
50657,0,PA0542200,2015,3012,0,4,1,0.363765106,0
46142,0,PA0542200,2016,2983,6,4,1,0.363765106,0
59688,0,PA0542300,2013,1020,1,1,1,0.363765106,0
55173,0,PA0542300,2014,1012,0,1,1,0.363765106,0
50658,0,PA0542300,2015,1008,0,1,1,0.363765106,0
46143,0,PA0542300,2016,1005,0,1,1,0.363765106,0
59689,0,PA0542400,2013,2160,8,3,1,0.363765106,0
55174,0,PA0542400,2014,2152,1,3,1,0.363765106,0
50659,0,PA0542400,2015,2139,0,2,1,0.363765106,0
46144,0,PA0542400,2016,2134,1,2,1,0.363765106,0
59690,0,PA0542600,2013,806,0,1,1,0.363765106,0
55175,0,PA0542600,2014,801,1,1,1,0.363765106,0
50660,0,PA0542600,2015,797,0,1,1,0.363765106,0
46145,0,PA0542600,2016,791,0,1,1,0.363765106,0
59692,0,PA0542800,2013,1328,2,1,1,0.363765106,0
55177,0,PA0542800,2014,1325,0,1,1,0.363765106,0
50662,0,PA0542800,2015,1314,0,1,1,0.363765106,0
46147,0,PA0542800,2016,1310,1,1,1,0.363765106,0
59693,0,PA0542900,2013,1731,0,1,1,0.363765106,0
55178,0,PA0542900,2014,1728,0,1,1,0.363765106,0
50663,0,PA0542900,2015,1715,0,1,1,0.363765106,0
46148,0,PA0542900,2016,1709,0,1,1,0.363765106,0
59695,0,PA0543100,2013,5850,0,4,1,0.363765106,0
55180,0,PA0543100,2014,6077,3,4,1,0.363765106,0
50665,0,PA0543100,2015,5935,6,4,1,0.363765106,0
46150,0,PA0543100,2016,5657,3,4,1,0.363765106,0
59696,0,PA0543200,2013,1934,0,1,1,0.363765106,0
55181,0,PA0543200,2014,1924,3,1,1,0.363765106,0
50666,0,PA0543200,2015,1898,5,1,1,0.363765106,0
46151,0,PA0543200,2016,1900,1,1,1,0.363765106,0
59698,0,PA0543500,2013,0,2,6,1,0.363765106,0
55183,0,PA0543500,2014,0,1,6,1,0.363765106,0
50668,0,PA0543500,2015,0,0,6,1,0.363765106,0
46153,0,PA0543500,2016,0,0,6,1,0.363765106,0
59699,0,PA0543600,2013,3384,9,3,1,0.363765106,0
55184,0,PA0543600,2014,3378,1,3,1,0.363765106,0
50669,0,PA0543600,2015,3337,4,3,1,0.363765106,0
46154,0,PA0543600,2016,3310,6,3,1,0.363765106,0
59700,0,PA0543700,2013,2837,7,3,1,0.363765106,0
55185,0,PA0543700,2014,2828,4,3,1,0.363765106,0
50670,0,PA0543700,2015,2794,7,3,1,0.363765106,0
46155,0,PA0543700,2016,2761,8,3,1,0.363765106,0
59701,0,PA0543800,2013,1422,0,1,1,0.363765106,0
55186,0,PA0543800,2014,1422,1,1,1,0.363765106,0
50671,0,PA0543800,2015,1401,2,1,1,0.363765106,0
46156,0,PA0543800,2016,1387,5,1,1,0.363765106,0
59702,0,PA0543900,2013,730,0,1,1,0.363765106,0
55187,0,PA0543900,2014,726,0,1,1,0.363765106,0
50672,0,PA0543900,2015,721,0,1,1,0.363765106,0
46157,0,PA0543900,2016,719,0,1,1,0.363765106,0
59703,0,PA0544000,2013,846,0,1,1,0.363765106,0
55188,0,PA0544000,2014,840,0,1,1,0.363765106,0
50673,0,PA0544000,2015,842,0,1,1,0.363765106,0
46158,0,PA0544000,2016,842,0,1,1,0.363765106,0
59704,0,PA0544100,2013,2289,0,1,1,0.363765106,0
55189,0,PA0544100,2014,2295,0,1,1,0.363765106,0
50674,0,PA0544100,2015,2265,0,1,1,0.363765106,0
46159,0,PA0544100,2016,2249,0,1,1,0.363765106,0
59706,0,PA0544300,2013,4415,4,3,1,0.363765106,0
55191,0,PA0544300,2014,4403,11,3,1,0.363765106,0
50676,0,PA0544300,2015,4358,6,3,1,0.363765106,0
46161,0,PA0544300,2016,4327,0,2,1,0.363765106,0
59709,0,PA0544800,2013,405,1,2,1,0.363765106,0
55194,0,PA0544800,2014,404,6,2,1,0.363765106,0
50679,0,PA0544800,2015,395,2,2,1,0.363765106,0
46164,0,PA0544800,2016,390,2,2,1,0.363765106,0
59713,0,PA0545200,2013,0,1,5,1,0.363765106,0
55198,0,PA0545200,2014,0,1,5,1,0.363765106,0
50683,0,PA0545200,2015,0,1,5,1,0.363765106,0
46168,0,PA0545200,2016,0,1,4,1,0.363765106,0
59718,0,PA0550000,2013,0,0,5,0,0.363765106,0
55203,0,PA0550000,2014,0,1,6,0,0.363765106,0
50688,0,PA0550000,2015,0,0,6,0,0.363765106,0
46173,0,PA0550000,2016,0,1,7,0,0.363765106,0
59719,0,PA0550100,2013,5560,117,6,0,0.363765106,0
55204,0,PA0550100,2014,5680,80,4,0,0.363765106,0
50689,0,PA0550100,2015,5824,73,6,0,0.363765106,0
46174,0,PA0550100,2016,5820,155,6,0,0.363765106,0
59720,0,PA0550200,2013,1290,2,2,0,0.363765106,0
55205,0,PA0550200,2014,1294,2,2,0,0.363765106,0
50690,0,PA0550200,2015,1305,30,2,0,0.363765106,0
46175,0,PA0550200,2016,1313,24,2,0,0.363765106,0
59721,0,PA0550300,2013,1680,8,3,0,0.363765106,0
55206,0,PA0550300,2014,1690,3,3,0,0.363765106,0
50691,0,PA0550300,2015,1706,8,3,0,0.363765106,0
46176,0,PA0550300,2016,1710,11,3,0,0.363765106,0
59726,0,PA0560100,2013,2135,29,2,0,0.363765106,0
55211,0,PA0560100,2014,2119,13,2,0,0.363765106,0
50696,0,PA0560100,2015,2089,1,2,0,0.363765106,0
46181,0,PA0560100,2016,2063,4,6,0,0.363765106,0
59727,0,PA0560200,2013,6154,84,7,0,0.363765106,0
55212,0,PA0560200,2014,6113,93,5,0,0.363765106,0
50697,0,PA0560200,2015,6049,83,7,0,0.363765106,0
46182,0,PA0560200,2016,5985,63,7,0,0.363765106,0
59728,0,PA0560300,2013,4066,0,2,0,0.363765106,0
55213,0,PA0560300,2014,4037,20,2,0,0.363765106,0
50698,0,PA0560300,2015,3986,26,2,0,0.363765106,0
46183,0,PA0560300,2016,3938,34,2,0,0.363765106,0
59729,0,PA0560400,2013,2065,11,2,0,0.363765106,0
55214,0,PA0560400,2014,2044,7,2,0,0.363765106,0
50699,0,PA0560400,2015,2024,5,2,0,0.363765106,0
46184,0,PA0560400,2016,2003,2,2,0,0.363765106,0
59730,0,PA0560500,2013,1255,0,1,0,0.363765106,0
55215,0,PA0560500,2014,1240,0,1,0,0.363765106,0
50700,0,PA0560500,2015,1229,0,1,0,0.363765106,0
46185,0,PA0560500,2016,1214,0,1,0,0.363765106,0
59731,0,PA0560600,2013,1099,0,1,0,0.363765106,0
55216,0,PA0560600,2014,1084,0,1,0,0.363765106,0
50701,0,PA0560600,2015,1074,0,1,0,0.363765106,0
46186,0,PA0560600,2016,1063,0,1,0,0.363765106,0
59732,0,PA0560700,2013,7175,9,6,0,0.363765106,0
55217,0,PA0560700,2014,7104,6,6,0,0.363765106,0
50702,0,PA0560700,2015,7044,5,6,0,0.363765106,0
46187,0,PA0560700,2016,6961,9,6,0,0.363765106,0
59733,0,PA0560800,2013,763,0,1,0,0.363765106,0
55218,0,PA0560800,2014,754,0,1,0,0.363765106,0
50703,0,PA0560800,2015,749,0,1,0,0.363765106,0
46188,0,PA0560800,2016,743,0,1,0,0.363765106,0
59734,0,PA0560900,2013,632,0,1,0,0.363765106,0
55219,0,PA0560900,2014,629,5,1,0,0.363765106,0
50704,0,PA0560900,2015,620,2,1,0,0.363765106,0
46189,0,PA0560900,2016,613,8,1,0,0.363765106,0
59735,0,PA0561000,2013,4034,0,2,0,0.363765106,0
55220,0,PA0561000,2014,3988,0,2,0,0.363765106,0
50705,0,PA0561000,2015,3962,0,2,0,0.363765106,0
46190,0,PA0561000,2016,3919,0,2,0,0.363765106,0
59737,0,PA0561200,2013,715,0,1,0,0.363765106,0
55222,0,PA0561200,2014,705,0,1,0,0.363765106,0
50707,0,PA0561200,2015,700,0,1,0,0.363765106,0
46192,0,PA0561200,2016,691,0,1,0,0.363765106,0
59738,0,PA0561300,2013,985,0,2,0,0.363765106,0
55223,0,PA0561300,2014,979,0,2,0,0.363765106,0
50708,0,PA0561300,2015,971,0,2,0,0.363765106,0
46193,0,PA0561300,2016,961,0,2,0,0.363765106,0
60251,0,PA0561400,2013,2715,0,1,0,0.363765106,0
55736,0,PA0561400,2014,2694,0,1,0,0.363765106,0
51221,0,PA0561400,2015,2668,0,1,0,0.363765106,0
46706,0,PA0561400,2016,2636,0,1,0,0.363765106,0
59739,0,PA0561700,2013,394,1,1,0,0.363765106,0
55224,0,PA0561700,2014,394,0,1,0,0.363765106,0
50709,0,PA0561700,2015,392,0,5,0,0.363765106,0
46194,0,PA0561700,2016,388,0,5,0,0.363765106,0
59740,0,PA0561800,2013,873,0,2,0,0.363765106,0
55225,0,PA0561800,2014,863,0,2,0,0.363765106,0
50710,0,PA0561800,2015,857,0,2,0,0.363765106,0
46195,0,PA0561800,2016,847,0,2,0,0.363765106,0
59741,0,PA0561900,2013,26,0,5,0,0.363765106,0
55226,0,PA0561900,2014,26,0,5,0,0.363765106,0
50711,0,PA0561900,2015,26,0,5,0,0.363765106,0
46196,0,PA0561900,2016,26,0,5,0,0.363765106,0
59742,0,PA0562000,2013,5237,41,4,0,0.363765106,0
55227,0,PA0562000,2014,5196,2,2,0,0.363765106,0
50712,0,PA0562000,2015,5156,0,1,0,0.363765106,0
46197,0,PA0562000,2016,5110,0,1,0,0.363765106,0
60252,0,PA0562700,2013,0,0,5,1,0.363765106,0
55737,0,PA0562700,2014,0,0,5,1,0.363765106,0
51222,0,PA0562700,2015,0,0,5,1,0.363765106,0
46707,0,PA0562700,2016,0,0,5,1,0.363765106,0
60253,0,PA0562800,2013,0,0,5,0,0.363765106,0
55738,0,PA0562800,2014,0,0,6,0,0.363765106,0
51223,0,PA0562800,2015,0,0,6,0,0.363765106,0
46708,0,PA0562800,2016,0,0,6,0,0.363765106,0
60254,0,PA0562900,2013,0,0,5,1,0.363765106,0
55739,0,PA0562900,2014,0,0,6,1,0.363765106,0
51224,0,PA0562900,2015,0,0,5,1,0.363765106,0
46709,0,PA0562900,2016,0,0,5,1,0.363765106,0
59749,0,PA0570100,2013,612,0,1,0,0.363765106,0
55234,0,PA0570100,2014,599,0,1,0,0.363765106,0
50719,0,PA0570100,2015,592,0,1,0,0.363765106,0
46204,0,PA0570100,2016,589,0,1,0,0.363765106,0
60255,0,PA0570400,2013,0,0,2,0,0.363765106,0
55740,0,PA0570400,2014,0,0,2,0,0.363765106,0
51225,0,PA0570400,2015,0,0,2,0,0.363765106,0
46710,0,PA0570400,2016,0,0,2,0,0.363765106,0
59752,0,PA0580000,2013,0,0,4,0,0.363765106,0
55237,0,PA0580000,2014,0,0,4,0,0.363765106,0
50722,0,PA0580000,2015,0,0,4,0,0.363765106,0
46207,0,PA0580000,2016,0,0,4,0,0.363765106,0
59753,0,PA0580100,2013,1602,3,2,0,0.363765106,0
55238,0,PA0580100,2014,1581,2,2,0,0.363765106,0
50723,0,PA0580100,2015,1555,0,2,0,0.363765106,0
46208,0,PA0580100,2016,1543,2,2,0,0.363765106,0
59754,0,PA0580200,2013,1859,9,2,0,0.363765106,0
55239,0,PA0580200,2014,1835,11,2,0,0.363765106,0
50724,0,PA0580200,2015,1803,8,2,0,0.363765106,0
46209,0,PA0580200,2016,1789,7,2,0,0.363765106,0
59756,0,PA0580400,2013,1571,8,1,0,0.363765106,0
55241,0,PA0580400,2014,1551,5,1,0,0.363765106,0
50726,0,PA0580400,2015,1522,2,1,0,0.363765106,0
46211,0,PA0580400,2016,1509,2,1,0,0.363765106,0
59758,0,PA0580600,2013,1281,0,2,0,0.363765106,0
55243,0,PA0580600,2014,1259,0,2,0,0.363765106,0
50728,0,PA0580600,2015,1242,0,2,0,0.363765106,0
46213,0,PA0580600,2016,1232,0,2,0,0.363765106,0
59762,0,PA0581300,2013,1689,3,1,0,0.363765106,0
55247,0,PA0581300,2014,1671,0,1,0,0.363765106,0
50732,0,PA0581300,2015,1641,0,1,0,0.363765106,0
46217,0,PA0581300,2016,1638,1,1,0,0.363765106,0
59767,0,PA0590000,2013,0,0,7,0,0.363765106,0
55252,0,PA0590000,2014,0,0,6,0,0.363765106,0
50737,0,PA0590000,2015,0,0,7,0,0.363765106,0
46222,0,PA0590000,2016,0,0,6,0,0.363765106,0
59768,0,PA0590100,2013,3300,13,7,0,0.363765106,0
55253,0,PA0590100,2014,3373,7,7,0,0.363765106,0
50738,0,PA0590100,2015,3342,6,7,0,0.363765106,0
46223,0,PA0590100,2016,3295,16,7,0,0.363765106,0
59769,0,PA0590200,2013,3629,24,5,0,0.363765106,0
55254,0,PA0590200,2014,3601,9,5,0,0.363765106,0
50739,0,PA0590200,2015,3493,10,5,0,0.363765106,0
46224,0,PA0590200,2016,3395,4,5,0,0.363765106,0
59771,0,PA0590400,2013,1835,8,2,0,0.363765106,0
55256,0,PA0590400,2014,1815,11,2,0,0.363765106,0
50741,0,PA0590400,2015,1795,6,2,0,0.363765106,0
46226,0,PA0590400,2016,1771,11,2,0,0.363765106,0
59773,1,PA0590700,2013,1074,21,2,0,0.363765106,0
55258,0,PA0590700,2014,1076,7,2,0,0.363765106,0
50743,0,PA0590700,2015,1060,5,2,0,0.363765106,0
46228,0,PA0590700,2016,1048,0,2,0,0.363765106,0
59774,0,PA0590900,2013,0,9,9,0,0.363765106,0
55259,0,PA0590900,2014,0,5,9,0,0.363765106,0
50744,0,PA0590900,2015,0,0,9,0,0.363765106,0
46229,0,PA0590900,2016,0,0,8,0,0.363765106,0
59783,0,PA0600000,2013,0,0,8,1,0.363765106,0
55268,0,PA0600000,2014,0,0,8,1,0.363765106,0
50753,0,PA0600000,2015,0,0,8,1,0.363765106,0
46238,0,PA0600000,2016,0,0,8,1,0.363765106,0
59784,0,PA0600100,2013,5754,0,7,1,0.363765106,0
55269,0,PA0600100,2014,5719,0,7,1,0.363765106,0
50754,0,PA0600100,2015,5771,0,7,1,0.363765106,0
46239,0,PA0600100,2016,5771,0,7,1,0.363765106,0
59785,0,PA0600200,2013,6390,0,6,1,0.363765106,0
55270,0,PA0600200,2014,6377,0,6,1,0.363765106,0
50755,0,PA0600200,2015,6480,0,6,1,0.363765106,0
46240,0,PA0600200,2016,6513,0,6,1,0.363765106,0
59786,0,PA0600300,2013,3518,6,9,1,0.363765106,0
55271,0,PA0600300,2014,3494,6,9,1,0.363765106,0
50756,0,PA0600300,2015,3529,5,9,1,0.363765106,0
46241,0,PA0600300,2016,3516,6,9,1,0.363765106,0
59790,0,PA0601100,2013,12144,23,15,1,0.363765106,0
55275,0,PA0601100,2014,12096,20,15,1,0.363765106,0
50760,0,PA0601100,2015,12251,16,15,1,0.363765106,0
46245,0,PA0601100,2016,12284,18,15,1,0.363765106,0
59792,0,PA060DE00,2013,0,0,11,1,0.363765106,0
55277,0,PA060DE00,2014,0,0,11,1,0.363765106,0
50762,0,PA060DE00,2015,0,0,11,1,0.363765106,0
46247,0,PA060DE00,2016,0,0,11,1,0.363765106,0
59794,0,PA0610100,2013,6415,73,17,0,0.363765106,0
55279,0,PA0610100,2014,6373,96,17,0,0.363765106,0
50764,0,PA0610100,2015,6304,67,17,0,0.363765106,0
46249,0,PA0610100,2016,6255,58,17,0,0.363765106,0
59795,1,PA0610200,2013,10320,43,18,0,0.363765106,0
55280,0,PA0610200,2014,10266,49,16,0,0.363765106,0
50765,0,PA0610200,2015,10149,45,16,0,0.363765106,0
46250,0,PA0610200,2016,10057,65,16,0,0.363765106,0
59797,0,PA0610500,2013,5219,16,4,0,0.363765106,0
55282,0,PA0610500,2014,5180,22,4,0,0.363765106,0
50767,0,PA0610500,2015,5129,16,3,0,0.363765106,0
46252,0,PA0610500,2016,5085,21,3,0,0.363765106,0
59799,0,PA0611400,2013,807,0,2,0,0.363765106,0
55284,0,PA0611400,2014,804,2,2,0,0.363765106,0
50769,0,PA0611400,2015,795,1,2,0,0.363765106,0
46254,0,PA0611400,2016,790,1,2,0,0.363765106,0
59802,0,PA0620000,2013,0,0,9,0,0.363765106,0
55287,0,PA0620000,2014,0,0,9,0,0.363765106,0
50772,0,PA0620000,2015,0,0,9,0,0.363765106,0
46257,0,PA0620000,2016,0,0,10,0,0.363765106,0
59803,0,PA0620100,2013,9477,69,15,0,0.363765106,0
55288,0,PA0620100,2014,9423,40,15,0,0.363765106,0
50773,0,PA0620100,2015,9341,60,15,0,0.363765106,0
46258,0,PA0620100,2016,9264,37,15,0,0.363765106,0
59804,0,PA0620200,2013,3495,14,4,0,0.363765106,0
55289,0,PA0620200,2014,3477,11,4,0,0.363765106,0
50774,0,PA0620200,2015,3476,12,4,0,0.363765106,0
46259,0,PA0620200,2016,3422,11,4,0,0.363765106,0
59805,0,PA0620300,2013,2074,3,2,0,0.363765106,0
55290,0,PA0620300,2014,2061,3,1,0,0.363765106,0
50775,0,PA0620300,2015,2050,1,1,0,0.363765106,0
46260,0,PA0620300,2016,2031,0,1,0,0.363765106,0
59806,0,PA0620500,2013,675,0,1,0,0.363765106,0
55291,0,PA0620500,2014,671,0,1,0,0.363765106,0
50776,0,PA0620500,2015,668,1,1,0,0.363765106,0
46261,0,PA0620500,2016,670,2,1,0,0.363765106,0
59807,0,PA0620600,2013,1686,19,2,0,0.363765106,0
55292,0,PA0620600,2014,1680,10,2,0,0.363765106,0
50777,0,PA0620600,2015,1666,16,2,0,0.363765106,0
46262,0,PA0620600,2016,1653,1,2,0,0.363765106,0
59809,0,PA0620900,2013,443,0,1,0,0.363765106,0
55294,0,PA0620900,2014,436,0,1,0,0.363765106,0
50779,0,PA0620900,2015,441,0,1,0,0.363765106,0
46264,0,PA0620900,2016,442,0,1,0,0.363765106,0
59812,0,PA0630000,2013,0,4,26,1,0.363765106,0
55297,0,PA0630000,2014,0,0,27,1,0.363765106,0
50782,0,PA0630000,2015,0,1,29,1,0.363765106,0
46267,0,PA0630000,2016,0,3,29,1,0.363765106,0
59813,0,PA0630100,2013,8982,48,17,1,0.363765106,0
55298,0,PA0630100,2014,8953,37,17,1,0.363765106,0
50783,0,PA0630100,2015,8909,6,17,1,0.363765106,0
46268,0,PA0630100,2016,8909,10,17,1,0.363765106,0
59814,0,PA0630200,2013,4078,0,7,1,0.363765106,0
55299,0,PA0630200,2014,4044,0,7,1,0.363765106,0
50784,0,PA0630200,2015,4015,0,7,1,0.363765106,0
46269,0,PA0630200,2016,3995,0,7,1,0.363765106,0
59815,0,PA0630300,2013,4254,88,7,1,0.363765106,0
55300,0,PA0630300,2014,4221,45,7,1,0.363765106,0
50785,0,PA0630300,2015,4184,51,7,1,0.363765106,0
46270,0,PA0630300,2016,4172,54,8,1,0.363765106,0
59816,0,PA0630400,2013,21730,46,21,1,0.363765106,0
55301,0,PA0630400,2014,21975,28,21,1,0.363765106,0
50786,0,PA0630400,2015,22162,24,21,1,0.363765106,0
46271,0,PA0630400,2016,22274,36,21,1,0.363765106,0
59817,0,PA0630500,2013,13905,370,31,1,0.363765106,0
55302,0,PA0630500,2014,13686,329,31,1,0.363765106,0
50787,0,PA0630500,2015,13469,378,31,1,0.363765106,0
46272,0,PA0630500,2016,13421,339,31,1,0.363765106,0
59818,0,PA0630600,2013,4735,42,6,1,0.363765106,0
55303,0,PA0630600,2014,4692,46,6,1,0.363765106,0
50788,0,PA0630600,2015,4661,46,6,1,0.363765106,0
46273,0,PA0630600,2016,4641,36,6,1,0.363765106,0
59819,0,PA0630700,2013,7267,27,7,1,0.363765106,0
55304,0,PA0630700,2014,6976,36,7,1,0.363765106,0
50789,0,PA0630700,2015,7086,17,7,1,0.363765106,0
46274,0,PA0630700,2016,7004,10,7,1,0.363765106,0
59820,0,PA0630800,2013,2165,0,3,1,0.363765106,0
55305,0,PA0630800,2014,2138,0,3,1,0.363765106,0
50790,0,PA0630800,2015,2126,0,3,1,0.363765106,0
46275,0,PA0630800,2016,2115,0,3,1,0.363765106,0
59821,0,PA0630900,2013,2131,30,5,1,0.363765106,0
55306,0,PA0630900,2014,2119,22,5,1,0.363765106,0
50791,0,PA0630900,2015,2097,8,5,1,0.363765106,0
46276,0,PA0630900,2016,2085,10,5,1,0.363765106,0
59822,0,PA0631000,2013,2559,0,2,1,0.363765106,0
55307,0,PA0631000,2014,2537,0,2,1,0.363765106,0
50792,0,PA0631000,2015,2519,0,2,1,0.363765106,0
46277,0,PA0631000,2016,2514,0,2,1,0.363765106,0
59823,0,PA0631100,2013,1143,0,2,1,0.363765106,0
55308,0,PA0631100,2014,1137,0,2,1,0.363765106,0
50793,0,PA0631100,2015,1132,0,2,1,0.363765106,0
46278,0,PA0631100,2016,1128,0,2,1,0.363765106,0
59825,0,PA0631300,2013,1374,11,2,1,0.363765106,0
55310,0,PA0631300,2014,1360,6,1,1,0.363765106,0
50795,0,PA0631300,2015,1353,8,1,1,0.363765106,0
46280,0,PA0631300,2016,1345,12,1,1,0.363765106,0
59826,0,PA0631400,2013,5621,17,2,1,0.363765106,0
55311,0,PA0631400,2014,5596,35,2,1,0.363765106,0
50796,0,PA0631400,2015,5559,22,3,1,0.363765106,0
46281,0,PA0631400,2016,5539,29,2,1,0.363765106,0
59827,0,PA0631500,2013,11683,20,15,1,0.363765106,0
55312,0,PA0631500,2014,11823,13,16,1,0.363765106,0
50797,0,PA0631500,2015,12031,6,16,1,0.363765106,0
46282,0,PA0631500,2016,12059,18,19,1,0.363765106,0
59828,0,PA0631600,2013,3236,3,3,1,0.363765106,0
55313,0,PA0631600,2014,3209,4,2,1,0.363765106,0
50798,0,PA0631600,2015,3193,10,2,1,0.363765106,0
46283,0,PA0631600,2016,3178,4,2,1,0.363765106,0
59829,0,PA0631700,2013,7938,12,12,1,0.363765106,0
55314,0,PA0631700,2014,7926,16,12,1,0.363765106,0
50799,0,PA0631700,2015,7928,16,12,1,0.363765106,0
46284,0,PA0631700,2016,7960,14,12,1,0.363765106,0
59830,0,PA0631800,2013,822,0,1,1,0.363765106,0
